# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
3590         9   34651182   34662399     25      11  315377     0.090787    5.2486e-14     0.090787
10850        9   34661393   34663689      7       5  218766       1.3681    5.2403e-14       1.3681
6363         9   34689067   34692274     14       7  281631       1.2423    5.2403e-14       1.2423
6366         9   34708502   34711164     16       7  336309     -0.26958    5.2458e-14     -0.26958
259308       9   34722550   34730535     48      18  277889      0.48744    5.2458e-14      0.48744
23349        9   34956484   34983041    111      42  214429      0.81834    5.2514e-14      0.81834
25822        9   34988638   34998930     27      19  188438     0.063246    5.2486e-14     0.063246
138724       9   35040102   35046488     27      13  255826       1.3452    5.2403e-14       1.3452
7415         9   35055565   35073739     73      27  227468    -0.026743    5.2479e-14    -0.026743
2189         9   35073333   35081043     22      10  333188      0.66722    5.2514e-14      0.66722
84720        9   35086528   35097598     43      20  233547     -0.93319    5.2514e-14     -0.93319
30968        9   35099388   35104184     14       6  213567     -0.14566    5.2486e-14     -0.14566
80256        9   35103618   35117338     53      24  217320      -1.2474    5.2403e-14      -1.2474
10497        9   35160976   35405834    969      55  172532      -1.6575    5.2403e-14      -1.6575
9853         9   35489007   35562395    242      60  217884        1.021    5.2403e-14        1.021
730112       9   35561327   35564896     12       8  167343      0.13611    5.2486e-14      0.13611
7016         9   35604281   35610538     21      12  215458      0.97788    5.2514e-14      0.97788
971          9   35609476   35619862     33      17  196540      0.80233    5.2514e-14      0.80233
27240        9   35648795   35651947     16      11  161762       -1.143    5.2403e-14       -1.143
203260       9   35657279   35662000     34       8  372247     0.011814    5.2481e-14     0.011814
84904        9   35658372   35676863     86      25  252893     -0.48031    5.2458e-14     -0.48031
768          9   35672915   35681656     46      22  238267      0.41745    5.2458e-14      0.41745
7169         9   35681490   35691583     41      16  321521       1.3646    5.2403e-14       1.3646
7094         9   35696834   35733392    111      42  201583       1.2459    5.2403e-14       1.2459
10488        9   35731317   35737505     22      13  160954       2.7147    5.2403e-14       2.7147
57704        9   35736363   35750925     41      24  137623       0.6628    5.2514e-14       0.6628
9827         9   35748277   35753764     24       9  191139      0.25129    5.2458e-14      0.25129
692094       9   35752487   35755274     11       6  141505      -0.6503    5.2514e-14      -0.6503
4882         9   35788962   35810228     57      12  301491     -0.22714    5.2486e-14     -0.22714
26206        9   35807282   35813269     14       7  216725     -0.24927    5.2486e-14     -0.24927
84681        9   35812457   35816481     15       9  198029     -0.41107    5.2458e-14     -0.41107
392307       9   35816514   35834372     72      29  200671     0.036805    5.2479e-14     0.036805
51754        9   35828222   35855344    129      40  162468      -1.0612    5.2403e-14      -1.0612
392309       9   35868960   35871398     10       5  244874      0.12788    5.2486e-14      0.12788
646962       9   35905189   35907638     18      11  145171       1.5312    5.2403e-14       1.5312
56656        9   35956605   35959151      7       3  208309     -0.75745    5.2514e-14     -0.75745
8434         9   36035910   36124952    303      41  260301       1.9669    5.2403e-14       1.9669
152007       9   36135730   36164410    147      44  253632     -0.59596    5.2514e-14     -0.59596
881          9   36164990   36171831     32      12  231721      0.22712    5.2486e-14      0.22712
1211         9   36189853   36212559     92      25  282590     0.028571    5.2479e-14     0.028571
10020        9   36213938   36278053    292      38  244425     -0.23678    5.2486e-14     -0.23678
152006       9   36335895   36488568    618      51  167927      -1.8467    5.2403e-14      -1.8467
9833         9   36571859   36678180    448      47  162925      -1.8394    5.2403e-14      -1.8394
5079         9   36832772   37035476   1217     137  275412      0.34339    5.2458e-14      0.34339
84186        9   37119161   37358646    668      63  206021      0.72197    5.2514e-14      0.72197
9380         9   37421693   37437490     58      25  240944    -0.028152    5.2479e-14    -0.028152
9925         9   37437599   37466407     99      43  227632      0.65325    5.2514e-14      0.65325
64425        9   37484945   37504194    169      14  316106       1.9302    5.2403e-14       1.9302
26267        9   37510389   37577250    336      45  273681       1.8298    5.2403e-14       1.8298
401505       9   37587910   37593636     18       8  266864    -0.076073    5.2486e-14    -0.076073
22844        9   37650052   37747401    531      65  301493      0.95983    5.2514e-14      0.95983
158234       9   37752797   37779469    130      28  255440       1.1655    5.2403e-14       1.1655
51010        9   37779211   37786089     47      12  192777        1.138    5.2403e-14        1.138
79269        9   37799551   37868166    245      17  320356     -0.69713    5.2514e-14     -0.69713
92014        9   37877072   37905350     99      26  199164      -1.4946    5.2403e-14      -1.4946
6461         9   37915395   38070210    762      48  262376      0.47044    5.2458e-14      0.47044
219          9   38391661   38399162     49      20  305856      0.11887    5.2486e-14      0.11887
347252       9   38406025   38425444    118      33  282714     -0.11287    5.2486e-14     -0.11287
253650       9   38542690   38621626    364      81  130723       1.5782    5.2403e-14       1.5782
79937        9   39069696   39289300    254      28   76444      0.53427    5.2514e-14      0.53427
647060       9   39354699   39362456      1       1     964     -0.22184    5.2486e-14     -0.22184
26149        9   40770688   40793112      9       2   52081      0.36182    5.2458e-14      0.36182
728577       9   43683885   43922976      1       1    2137      -1.1929    5.2403e-14      -1.1929
101060026    9   44019215   44075691      8       1  229656      0.12181    5.2486e-14      0.12181
100132874    9   45117954   45123580      1       1    2137     -0.50667    5.2514e-14     -0.50667
653404       9   69198980   69203204      1       1     938      -1.6502    5.2403e-14      -1.6502
644019       9   69204038   69263593      1       1     879       1.1481    5.2403e-14       1.1481
220869       9   70431504   70491171      1       1    3443      0.20311    5.2486e-14      0.20311
445571       9   70855839   70915432      1       1   10212     -0.34647    5.2458e-14     -0.34647
5239         9   70970815   71146477    607      60  148069     -0.42618    5.2458e-14     -0.42618
169693       9   71150996   71156783     20       8  307594     0.085817    5.2486e-14     0.085817
8395         9   71319188   71624592   1473      96  223082      -1.9869    5.2403e-14      -1.9869
116224       9   71393964   71399109     25      12  119862     -0.61382    5.2514e-14     -0.61382
5568         9   71626926   71636600     46      13  319467     -0.76225    5.2514e-14     -0.76225
2395         9   71649479   71715594    371      32  322239       1.1731    5.2403e-14       1.1731
9414         9   71713875   71870624    840      63  304518       1.8165    5.2403e-14       1.8165
9413         9   71938287   72007872    382      54  296828      0.26902    5.2458e-14      0.26902
320          9   72041948   72288275    963      77  269850       0.2299    5.2486e-14       0.2299
375743       9   72323938   72375916    197      47  217647    -0.087283    5.2486e-14    -0.087283
138255       9   72434731   72521648    391      52  275944       1.3575    5.2403e-14       1.3575
256691       9   72657435   72842399    828      39  283968    -0.035402    5.2479e-14    -0.035402
23137        9   72872878   72970289    394      45  272390     -0.47887    5.2458e-14     -0.47887
687          9   72999013   73030573    102      45  197292      -1.9275    5.2403e-14      -1.9275
80036        9   73143479   74062782   4672     203  275006       1.6339    5.2403e-14       1.6339
23670        9   74297782   74385373    497      54  304214      0.32616    5.2458e-14      0.32616
51104        9   74476868   74527148    174      27  101757       1.2864    5.2403e-14       1.2864
138241       9   74525190   74588873    210      41  162260       0.4143    5.2458e-14       0.4143
138240       9   74665775   74688728     95      24  283958       -1.171    5.2403e-14       -1.171
9615         9   74728511   74867640    544      53  323910    -0.096673    5.2486e-14    -0.096673
7763         9   74965841   74981163     72      22  210710      -1.9219    5.2403e-14      -1.9219
117531       9   75135717   75451767   1374      55  316297     -0.14783    5.2486e-14     -0.14783
216          9   75515078   75654633    542      68  222381       1.3261    5.2403e-14       1.3261
301          9   75765721   75785809     71      28  281365      0.28627    5.2458e-14      0.28627
6096         9   77111252   77304034    763      90  258493     -0.29279    5.2458e-14     -0.29279
